,id,name,powerstats,biography,appearance,work,connections,image
29,30,Ant-Man,"{""intelligence"": ""100"", ""strength"": ""18"", ""speed"": ""23"", ""durability"": ""28"", ""power"": ""32"", ""combat"": ""32""}","{""full-name"": ""Hank Pym"", ""alter-egos"": ""Giant-Man, Goliath, Wasp II, Yellowjacket"", ""aliases"": [""Hank Pym"", ""Doctor Pym"", ""Ant-Man"", ""Goliath"", ""Yellowjacket"", ""Wasp"", ""Earth's Scientist Supreme""], ""place-of-birth"": ""Elmsford, New York"", ""first-appearance"": ""Tales to Astonish #27 (January, 1962) (as Hank Pym)  Tales to Astonish #35 (September, 1962) (as Ant-Man)"", ""publisher"": ""Giant-Man"", ""alignment"": ""good""}","{""gender"": ""Male"", ""race"": ""Human"", ""height"": [""6'11"", ""211 cm""], ""weight"": [""270 lb"", ""122 kg""], ""eye-color"": ""Blue"", ""hair-color"": ""Blond""}","{""occupation"": ""Adventurer, Biochemist, former manager of Avengers Compound"", ""base"": ""Avengers Compound, Los Angeles; formerly Infinite Avengers Mansion; Captive aboard a Skrull ship; Avengers Mansion, New York City, New York""}","{""group-affiliation"": ""Avengers Academy, Secret Avengers; formerly Mighty Avengers, Avengers (founding member), Defenders, Future Iron Man's Team"", ""relatives"": ""-""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/857.jpg""}"
30,31,Ant-Man II,"{""intelligence"": ""75"", ""strength"": ""18"", ""speed"": ""17"", ""durability"": ""40"", ""power"": ""53"", ""combat"": ""30""}","{""full-name"": ""Scott Lang"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""Myrmidon"", ""Scott Edward Harris Lang""], ""place-of-birth"": ""Coral Gables, Florida"", ""first-appearance"": ""Avengers Vol 1 #181 (March, 1979)"", ""publisher"": ""Marvel Comics"", ""alignment"": ""good""}","{""gender"": ""Male"", ""race"": ""Human"", ""height"": [""6'0"", ""183 cm""], ""weight"": [""190 lb"", ""86 kg""], ""eye-color"": ""Blue"", ""hair-color"": ""Blond""}","{""occupation"": ""Electronics Technician,"", ""base"": ""South Beach, Miami, Florida; formerly Farmingdale, Long Island, New York""}","{""group-affiliation"": ""Ant-Man Security Solutions; formerly Future Foundation (leader), Fantastic Four (leader), Defenders, Avengers, Heroes For Hire, Stark Industries"", ""relatives"": ""Cassandra Eleanor Lang (daughter), Ruth (sister), Carl (brother-in-law), Peggy Rae (ex-wife)""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/166.jpg""}"
31,32,Anti-Monitor,"{""intelligence"": ""88"", ""strength"": ""100"", ""speed"": ""50"", ""durability"": ""100"", ""power"": ""100"", ""combat"": ""90""}","{""full-name"": """", ""alter-egos"": ""No alter egos found."", ""aliases"": [""Monitor"", ""Mobius""], ""place-of-birth"": ""Moon of Qward"", ""first-appearance"": ""Crisis on Infinite Earths #4"", ""publisher"": ""DC Comics"", ""alignment"": ""bad""}","{""gender"": ""Male"", ""race"": ""God / Eternal"", ""height"": [""200"", ""61.0 meters""], ""weight"": [""- lb"", ""0 kg""], ""eye-color"": ""Yellow"", ""hair-color"": ""No Hair""}","{""occupation"": ""-"", ""base"": ""Qward, Antimatter Universe""}","{""group-affiliation"": ""Sinestro Corps, Weaponers of Qward, Thunderers of Qward, Shadow Demons"", ""relatives"": ""Monitor (\""brother\""), The Monitors""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/1292.jpg""}"
32,33,Anti-Spawn,"{""intelligence"": ""null"", ""strength"": ""58"", ""speed"": ""null"", ""durability"": ""null"", ""power"": ""null"", ""combat"": ""null""}","{""full-name"": ""Jason Wynn"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""Redeemer""], ""place-of-birth"": ""-"", ""first-appearance"": ""Spawn #16"", ""publisher"": ""Image Comics"", ""alignment"": ""bad""}","{""gender"": ""Male"", ""race"": ""null"", ""height"": [""-"", ""0 cm""], ""weight"": [""- lb"", ""0 kg""], ""eye-color"": ""-"", ""hair-color"": ""-""}","{""occupation"": ""-"", ""base"": ""-""}","{""group-affiliation"": ""-"", ""relatives"": ""-""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/1071.jpg""}"
33,34,Anti-Venom,"{""intelligence"": ""75"", ""strength"": ""60"", ""speed"": ""65"", ""durability"": ""90"", ""power"": ""96"", ""combat"": ""84""}","{""full-name"": ""Eddie Brock"", ""alter-egos"": ""Toxin, Venom"", ""aliases"": [""Eddie"", ""Edwin Brock"", ""Venom"", ""Lethal Protector"", ""White Venom"", ""998th""], ""place-of-birth"": ""San Francisco, California"", ""first-appearance"": ""Amazing Spider-Man #569 (as Anti-Venom)"", ""publisher"": ""Toxin"", ""alignment"": ""-""}","{""gender"": ""Male"", ""race"": ""Symbiote"", ""height"": [""7'6"", ""229 cm""], ""weight"": [""795 lb"", ""358 kg""], ""eye-color"": ""Blue"", ""hair-color"": ""Blond""}","{""occupation"": ""Vigilante; former journalist for the Daily Globe"", ""base"": ""New York, New York""}","{""group-affiliation"": ""-"", ""relatives"": ""Carl Brock (father, estranged), Janine Brock (mother, deceased), Mary Brock (sister), Ann Weying (ex-wife, deceased), Symbiotes' relatives: Toxin Symbiote (current symbiote, former grandson), Venom Symbiote (former symbiote, grandfather, former brother), Agony, Phage, Riot, Lasher (uncles, former sons), Scorn (sister, former niece), Carnage (father, former son), Scream (aunt, former daughter, deceased), Hybrid (uncle, former son, deceased)""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/1485.jpg""}"
34,35,Apocalypse,"{""intelligence"": ""100"", ""strength"": ""100"", ""speed"": ""33"", ""durability"": ""100"", ""power"": ""100"", ""combat"": ""60""}","{""full-name"": ""En Sabah Nur"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""The Eternal One"", ""the High Lord"", ""Set"", ""Huitxilopochti"", ""Sauru"", ""Kali-Ma""], ""place-of-birth"": ""Akkaba, Egypt"", ""first-appearance"": ""X-Factor #5 (June, 1986)"", ""publisher"": ""Marvel Comics"", ""alignment"": ""bad""}","{""gender"": ""Male"", ""race"": ""Mutant"", ""height"": [""7'0"", ""213 cm""], ""weight"": [""300 lb"", ""135 kg""], ""eye-color"": ""Red"", ""hair-color"": ""Black""}","{""occupation"": ""Student; formerly Conqueror; Scientist"", ""base"": ""Celestial Ship, mobile""}","{""group-affiliation"": ""Clan Akkaba, employer of Apocalypse's Horsemen, Dark Riders, former employer of the Alliance of Evil, 198"", ""relatives"": ""Baal of the Crimson Sands (adopted father, deceased)""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/852.jpg""}"
35,36,Aquababy,"{""intelligence"": ""10"", ""strength"": ""16"", ""speed"": ""12"", ""durability"": ""14"", ""power"": ""37"", ""combat"": ""14""}","{""full-name"": ""Arthur Curry, Jr."", ""alter-egos"": ""No alter egos found."", ""aliases"": [""-""], ""place-of-birth"": ""-"", ""first-appearance"": ""Aquaman #23 (October, 1965)"", ""publisher"": ""DC Comics"", ""alignment"": ""good""}","{""gender"": ""Male"", ""race"": ""null"", ""height"": [""-"", ""0 cm""], ""weight"": [""- lb"", ""0 kg""], ""eye-color"": ""Blue"", ""hair-color"": ""Blond""}","{""occupation"": ""-"", ""base"": ""Atlantis""}","{""group-affiliation"": ""Aquaman Family"", ""relatives"": ""Aquaman (Orin/Arthur Curry) (father); Mera (mother); Koryak (half-brother); A.J. (half-brother); Atlan (grandfather); Tom Curry (adoptive grandfather, deceased); Orm Marius (uncle); Kordax (ancestor, deceased); Arthur Joseph Curry (adoptive cousin)""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/1389.jpg""}"
36,37,Aqualad,"{""intelligence"": ""63"", ""strength"": ""44"", ""speed"": ""42"", ""durability"": ""75"", ""power"": ""89"", ""combat"": ""60""}","{""full-name"": ""Garth"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""-""], ""place-of-birth"": ""Poseidonis, Atlantis"", ""first-appearance"": ""Adventure Comics #269 (February, 1960)"", ""publisher"": ""DC Comics"", ""alignment"": ""good""}","{""gender"": ""Male"", ""race"": ""Atlantean"", ""height"": [""5'10"", ""178 cm""], ""weight"": [""235 lb"", ""106 kg""], ""eye-color"": ""Blue"", ""hair-color"": ""Black""}","{""occupation"": ""Adventurer; Magician, former Sidekick"", ""base"": ""Atlantis""}","{""group-affiliation"": ""Aquaman Family; formerly Black Lantern Corps, Sentinels of Magic, Teen Titans"", ""relatives"": ""Cerdian (son), Dolphin (wife), Berra (mother), Thar (father), Slizzath (uncle) Donna (grand-daughter)""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/1395.jpg""}"
37,38,Aquaman,"{""intelligence"": ""81"", ""strength"": ""85"", ""speed"": ""79"", ""durability"": ""80"", ""power"": ""100"", ""combat"": ""80""}","{""full-name"": ""Orin"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""Dweller in the Depths"", ""Swimmer"", ""Waterbearer"", ""Mental Man"", ""Aquaboy"", ""Water Wraith""], ""place-of-birth"": ""Atlantis"", ""first-appearance"": ""More Fun Comics #73 (November, 1941)"", ""publisher"": ""DC Comics"", ""alignment"": ""good""}","{""gender"": ""Male"", ""race"": ""Atlantean"", ""height"": [""6'1"", ""185 cm""], ""weight"": [""325 lb"", ""146 kg""], ""eye-color"": ""Blue"", ""hair-color"": ""Blond""}","{""occupation"": ""Protector of the Seas and Oceans, King of Poseidonis"", ""base"": ""Atlantean Royal Palace; Poseidonis, Atlantis""}","{""group-affiliation"": ""Justice League, Aquaman Family, Atlantean Royal Family; formerly Black Lantern Corps, Justice League International, Justice League Detroit, U.N."", ""relatives"": ""Koryak (son), Arthur Curry, Jr. (son), A.J. (son), Orm Marius (half-brother), Debbie Perkins (half-sister), Drin (adopted brother), Atlanna (mother), Atlan (father), Atlena (aunt), Porm (adopted mother), Tom Curry (adopted father), Mera (wife), Hila (sister-in-law), Haumond (uncle), Kraken (uncle), Honsu (grandfather), Lorelei (grandmother), Manu (ancestor), Nala (ancestor), Fatima (ancestor), Kalunga (ancestor), Gana (ancestor), Fiona (ancestor), Regin (ancestor), Kordax (ancestor), Bazil (ancestor), Cora (ancestor), Illya (ancestor), Dardanus (ancestor), Alloroc (ancestor), Cole (ancestor), Narmea (ancestor), Orin (ancestor), Loma (ancestor), Shalako (ancestor), Thorvall (ancestor)""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/634.jpg""}"
38,39,Arachne,"{""intelligence"": ""50"", ""strength"": ""48"", ""speed"": ""50"", ""durability"": ""70"", ""power"": ""71"", ""combat"": ""70""}","{""full-name"": ""Julia Carpenter"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""Spider-Woman"", ""Madame Web""], ""place-of-birth"": ""Los Angeles, California"", ""first-appearance"": ""Marvel Super Heroes Secret Wars #6"", ""publisher"": ""Marvel Comics"", ""alignment"": ""good""}","{""gender"": ""Female"", ""race"": ""Human"", ""height"": [""5'9"", ""175 cm""], ""weight"": [""140 lb"", ""63 kg""], ""eye-color"": ""Blue"", ""hair-color"": ""Blond""}","{""occupation"": ""Adventurer, fugitive, former government agent"", ""base"": ""Mobile; formerly Denver, Colorado; formerly Avengers Compound, Los Angeles, California""}","{""group-affiliation"": ""Omega Flight, formerly Commission on Superhuman Activities , Freedom Force , Avengers , Secret Defenders , Force Works , Queen\ufffds Vengeance , West Coast Avengers, Secret Avengers (Civil War)"", ""relatives"": ""Rachel Carpenter (daughter), Walter Cornwall (father), Elizabeth Cornwall (mother), Larry Carpenter (ex-husband, deceased)""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/882.jpg""}"
39,40,Archangel,"{""intelligence"": ""63"", ""strength"": ""13"", ""speed"": ""58"", ""durability"": ""64"", ""power"": ""35"", ""combat"": ""42""}","{""full-name"": ""Warren Kenneth Worthington III"", ""alter-egos"": ""Angel"", ""aliases"": [""War"", ""Dark Angel"", ""Death"", ""Avenging Angel""], ""place-of-birth"": ""Centerport, Long Island, New York"", ""first-appearance"": ""X-Men #1 (September, 1963)"", ""publisher"": ""Angel"", ""alignment"": ""good""}","{""gender"": ""Male"", ""race"": ""Mutant"", ""height"": [""6'0"", ""183 cm""], ""weight"": [""150 lb"", ""68 kg""], ""eye-color"": ""Blue"", ""hair-color"": ""Blond""}","{""occupation"": ""Adventurer, Chairman & principal stockholder of Worthington Industries, Multi-Millionaire, Heir, former terrorist"", ""base"": ""-""}","{""group-affiliation"": ""X-Men (founding member); X-Force; Mutantes Sans Fronti\ufffdres; Hellfire Club; formerly X-Club (founding member); Death's champions; Secret Defenders; X-Factor/X-Terminators (founding member); Horsemen of Apocalypse; Defenders; Champions of Los Angeles (fou"", ""relatives"": ""Wallace Worthington (paternal ancestor, deceased), Warren Worthington Sr. (paternal grandfather, deceased), Warren Worthington Jr. (father, deceased), Kathryn Worthington (mother, deceased), Burt Worthington (paternal uncle), Mimi (maternal aunt), unnamed distant cousin""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/838.jpg""}"
40,41,Arclight,"{""intelligence"": ""38"", ""strength"": ""63"", ""speed"": ""23"", ""durability"": ""42"", ""power"": ""52"", ""combat"": ""70""}","{""full-name"": ""Philippa Sontag"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""-""], ""place-of-birth"": ""Vietnam"", ""first-appearance"": ""(In shadow) Uncanny X-Men #210 (1986), (fully) X-Factor #10 (1986)"", ""publisher"": ""Marvel Comics"", ""alignment"": ""bad""}","{""gender"": ""Female"", ""race"": ""null"", ""height"": [""5'8"", ""173 cm""], ""weight"": [""126 lb"", ""57 kg""], ""eye-color"": ""Violet"", ""hair-color"": ""Purple""}","{""occupation"": ""Terrorist"", ""base"": ""-""}","{""group-affiliation"": ""Marauders formerly, 198, Femizons"", ""relatives"": ""-""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/832.jpg""}"
41,42,Ardina,"{""intelligence"": ""63"", ""strength"": ""100"", ""speed"": ""100"", ""durability"": ""80"", ""power"": ""100"", ""combat"": ""25""}","{""full-name"": ""Ardina"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""-""], ""place-of-birth"": ""-"", ""first-appearance"": ""The Order #4"", ""publisher"": ""Marvel Comics"", ""alignment"": ""good""}","{""gender"": ""Female"", ""race"": ""Alien"", ""height"": [""6'4"", ""193 cm""], ""weight"": [""218 lb"", ""98 kg""], ""eye-color"": ""White"", ""hair-color"": ""Orange""}","{""occupation"": ""-"", ""base"": ""-""}","{""group-affiliation"": ""-"", ""relatives"": ""Norrin Radd (Silver Surfer, clonal source), Clea (creator)""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/10132.jpg""}"
42,43,Ares,"{""intelligence"": ""75"", ""strength"": ""82"", ""speed"": ""35"", ""durability"": ""80"", ""power"": ""84"", ""combat"": ""101""}","{""full-name"": """", ""alter-egos"": ""No alter egos found."", ""aliases"": [""God of War"", ""Mister Talon"", ""Mars"", ""Warhawk""], ""place-of-birth"": ""-"", ""first-appearance"": ""Thor #129"", ""publisher"": ""Marvel Comics"", ""alignment"": ""good""}","{""gender"": ""Male"", ""race"": ""null"", ""height"": [""6'1"", ""185 cm""], ""weight"": [""600 lb"", ""270 kg""], ""eye-color"": ""Brown"", ""hair-color"": ""Brown""}","{""occupation"": ""-"", ""base"": ""Avengers Tower, formerly Olympus""}","{""group-affiliation"": ""Avengers, Mighty Avengers, Olympic Pantheon; Warhawks"", ""relatives"": ""Zeus (father), Hera (mother), Enyo (wife), Deimos, Phobos, Alexander (sons), Neptune, Pluto (uncles), Demeter, Hestia (aunts), Hephaestus (brother), Apollo, Dionysus, Hercules, Hermes(half-brothers), Artemis, Pallas Athena, Venus, (half-sisters)""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/1118.jpg""}"
43,44,Ariel,"{""intelligence"": ""50"", ""strength"": ""10"", ""speed"": ""12"", ""durability"": ""14"", ""power"": ""94"", ""combat"": ""28""}","{""full-name"": ""Ariel"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""-""], ""place-of-birth"": ""-"", ""first-appearance"": ""Fallen Angels #1 (1987)"", ""publisher"": ""Marvel Comics"", ""alignment"": ""good""}","{""gender"": ""Female"", ""race"": ""null"", ""height"": [""5'5"", ""165 cm""], ""weight"": [""130 lb"", ""59 kg""], ""eye-color"": ""Purple"", ""hair-color"": ""Pink""}","{""occupation"": ""Leader, refugee alien; former alien mutant-hunter and hedonist"", ""base"": ""-""}","{""group-affiliation"": ""X-Men, Formerly Fallen Angels"", ""relatives"": ""-""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/1348.jpg""}"
44,45,Armor,"{""intelligence"": ""50"", ""strength"": ""63"", ""speed"": ""12"", ""durability"": ""80"", ""power"": ""55"", ""combat"": ""54""}","{""full-name"": ""Hisako Ichiki"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""X-Girl"", ""Kid""], ""place-of-birth"": ""-"", ""first-appearance"": ""Astonishing X-Men #4 (2004)"", ""publisher"": ""Marvel Comics"", ""alignment"": ""good""}","{""gender"": ""Female"", ""race"": ""null"", ""height"": [""5'4"", ""163 cm""], ""weight"": [""112 lb"", ""50 kg""], ""eye-color"": ""Black"", ""hair-color"": ""Black""}","{""occupation"": ""Adventurer, student"", ""base"": ""-""}","{""group-affiliation"": ""X-Men, formerly: Xavier Institute Student Body, New X-Men"", ""relatives"": ""-""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/1347.jpg""}"
45,46,Arsenal,"{""intelligence"": ""null"", ""strength"": ""54"", ""speed"": ""null"", ""durability"": ""null"", ""power"": ""null"", ""combat"": ""null""}","{""full-name"": ""Roy William Harper, Jr."", ""alter-egos"": ""Speedy"", ""aliases"": [""-""], ""place-of-birth"": ""-"", ""first-appearance"": ""-"", ""publisher"": ""Speedy"", ""alignment"": ""good""}","{""gender"": ""Male"", ""race"": ""Human"", ""height"": [""-"", ""0 cm""], ""weight"": [""- lb"", ""0 kg""], ""eye-color"": ""-"", ""hair-color"": ""-""}","{""occupation"": ""-"", ""base"": ""-""}","{""group-affiliation"": ""-"", ""relatives"": ""-""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/1014.jpg""}"
